Sentence,class,file
Nat Genet 2006; 38:1440-5; PMID:17099714; http://dx.doi.org/ 10.1038/ng1915 65.,OADS,/arxiv_data1/oa_pdf/15/2e/spmg-2-11.PMC3341242.pdf
"Query S. meliloti sRNA sequences Name Alternative namesa59-endb,c39-endbLength (nt) Smr7C Sra03/Sm13/SmelC023 201,679 201,828 150 Smr9C Sra32/Sm10/SmelC289 1398,425 1398,277 149 Smr14C Sm7/SmelC397 1,667,613 1,667,491 123 Smr15C Sra41/Sm3/SmelC411 1,698,731 1,698,617 115 Smr16C Sra41/Sm3 9/SmelC412 1,698,937 1,698,817 121 Smr35B SmB6/SmelC053 577,730 577,868 139 Smr45C SmelC706 3,105,445 3,105,298d148 Smr22C Sra56/Sm1/SmelC667/6S 2,972,251 2,972,091c161 aAlternative reported names for the Smr transcripts;7-9 bCoordinates according to the S. meliloti 1021 genome database at http://iant.toulouse.inra.fr/bacteria/annotation/cgi/rhime.cgi or www.rhizogate.de; cRACE-based mapping_ENREF_32;6dDeep-sequencing data9 2 RNA Biology Volume 9 Issue 2",Non-OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Cell 2009; 136:615-28; PMID:19239884; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Nat Rev Microbiol 2004; 2:933-45; PMID:15550939; http://dx.doi.org/10.1038/nrmicro1044 3.,Non-OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Nat Rev Microbiol 2007; 5:619-33; PMID:17632573; http://dx.doi.org/ 10.1038/nrmicro1705 4.,Non-OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Science 2001; 293: 668-72; PMID:11474104; http://dx.doi.org/10.1126/ science.1060966 5.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
J Bacteriol 2009; 191:2501-11; PMID:19251847; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Mol Microbiol 2007; 66:1080-91; PMID: 17971083; http://dx.doi.org/10.1111/j.1365-2958.2007.,Non-OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
BMC Genomics 2008; 9:416; PMID:18793445; http://dx.doi.org/10.1186/1471-2164-9-416 9.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Curr Opin Microbiol 2004; 7:140-4; PMID:15063850; http://dx.doi.org/10.1016/j.mib.2004.02.015 11.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Nucleic Acids Res 2011; 39: D141-5; PMID:21062808; http://dx.doi.org/10.1093/ nar/gkq1129 12.,Non-OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Genome Biol 2005; 6:R70; PMID:16086852; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
EMBO J 2002; 21: 3546-56; PMID:12093755; http://dx.doi.org/10.1093/ emboj/cdf32215.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Proc Natl Acad Sci USA 2011; 108:13059-64; PMID:21788484; http://dx.doi.org/ 10.1073/pnas.1107050108 16.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Proc Natl Acad Sci USA 2011; 108:13065-70; PMID:21737752; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Microbiology 2006; 152: 1751-63; PMID:16735738; http://dx.doi.org/10.1099/ mic.0.28743-0 19.,Non-OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Mol Microbiol 2007; 65:1425-31; PMID:17714443; http://dx.doi.org/10.1111/j.1365-2958.2007.05894.x 20.,Non-OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Biochem Biophys Res Commun 2009; 390:331-6; PMID:19800865; http://dx.doi.org/10.1016/j.bbrc.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Mol Microbiol 2011; 80:492-506; PMID:21320185; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Nucleic Acids Res 2003; 31:6435-43; PMID:14602901; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Cell 2009; 139:770-9; PMID: 19914169; http://dx.doi.org/10.1016/j.cell.2009.08.046 26.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Cell 2004; 118: 69-82; PMID:15242645; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Genes Dev 2007; 21: 221-33; PMID:17234887; http://dx.doi.org/10.1101/ gad.1502407 28.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
PLoS Biol 2008; 6:e64; PMID:18351803; http://dx.doi.org/10.1371/journal.pbio.0060064 29.,Non-OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Bioinformatics 2009; 25:1335-7; PMID:19307242; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
PLOS Comput Biol 2007; 3:e65; PMID:17432929; http://dx.doi.org/10.1371/journal.pcbi.0030065 31.,Non-OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Bioinformatics 2005; 21:3674-6; PMID:16081474; http://dx.doi.org/10.1093/bioinformatics/bti61032.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Nucleic Acids Res 2009; 37: D211-5; PMID:18940856; http://dx.doi.org/10.1093/ nar/gkn785 35.,Non-OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Nucleic Acids Res 2010; 38:D211-22; PMID: 19920124; http://dx.doi.org/10.1093/nar/gkp985 36.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
Nucleic Acids Res 2009; 37:D229-32; PMID:18978020; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/f4/2c/rna-9-119.PMC3346310.pdf
"Do not distribute.Distinct families of cis-acting RNA replication elements epsilon from hepatitis B viruses Augustine Chen and Chris Brown* Biochemistry and Genetics Otago; University of Otago; Dunedin, New Zealand Keywords: pgRNA, epsilon element, encapsidation, hepadnavirus, RNA secondary structure Submitted: 09/28/11 Revised: 11/04/11 Accepted: 10/19/11 http://dx.doi.org/10.4161/rna.9.2.18649 *Correspondence to: Chris Brown; Email: chris.brown@otago.ac.nzThe hepadnavirus encapsidation sig- nal, epsilon ( ε), is an RNA struc- ture located at the 5' end of the viral pregenomic RNA.",Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Toward elimination and eradication of hepatitis B. J Gastroenterol Hepatol 2010; 25:19-25; PMID:20136972; http://dx.doi.org/10.1111/j.1440- 1746.2009.06165.x 2.,Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Microbiol Mol Biol Rev 2000; 64:51-68; PMID: 10704474; http://dx.doi.org/10.1128/MMBR.64.1.,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Intervirology 2010; 53:29-38; PMID:20068338; http://dx.doi.org/10.1159/000252781 6.,Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Nucleic Acids Res 2005; 33:1169-81; PMID:15731337; http://dx.doi.org/10.1093/nar/gki251 8.,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Virology 2010; 406:56-64; PMID: 20667576; http://dx.doi.org/10.1016/j.virol.2010.07.,Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Cell 1990; 63:1357-63; PMID:2261646; http://dx.doi.org/10.1016/0092- 8674(90)90431-D 15.,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Virology 1997; 227:500-4; PMID:9018150; http://dx.doi.org/10.1006/viro.1996.8329 16.,Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
J Biol Chem 2003; 278:36128-38; PMID: 12851401; http://dx.doi.org/10.1074/jbc.M301069200 18.,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Virus Res 2008; 134:235-49; PMID: 18339439; http://dx.doi.org/10.1016/j.virusres.2007.,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
EMBO J 1997; 16:59-68; PMID:9009268; http://dx.doi.org/10.1093/emboj/16.1.59 22.,Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
J Virol 2006; 80:2141-50; PMID: 16474122; http://dx.doi.org/10.1128/JVI.80.5.2141- 2150.2006 25.,Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
J Hepatol 2010; 52:817-26; PMID:20400195; http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
J Virol 2010; 84:12824-31; PMID:20926578; http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Virol J 2007; 4:136; PMID:18086305; http://dx.doi.org/10.1186/1743-422X-4-136 29.,Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Nucleic Acids Res 2002; 30:3497-531; PMID: 12177293; http://dx.doi.org/10.1093/nar/gkf48130.,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Biochemistry 2009; 48:10499-508; PMID:19817488; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Bioinformatics 2010; 26: i453-9; PMID:20823307; http://dx.doi.org/10.1093/ bioinformatics/btq370 33.,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
RNA 2004; 10: 424-37; PMID:14970388; http://dx.doi.org/10.1261/ rna.5174804 34.,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Bioinformatics 2009; 25:1335-7; PMID:19307242; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
J Virol 2008; 82:2305-12; PMID: 18094191; http://dx.doi.org/10.1128/JVI.02147-07 38.,Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Chin Chem Lett 2009; 20:1263-6; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Nucleic Acids Res 2006; 34: 4449-57; PMID:16945960; http://dx.doi.org/10.1093/ nar/gkl582 40.,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Nucleic Acids Res 2007; 35:2800-11; PMID: 17430968; http://dx.doi.org/10.1093/nar/gkm131 41.,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Biomol NMR Assign 2008; 2:159-62; PMID:19636894; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
Nucleic Acids Res 2011; 39: D141-5; PMID:21062808; http://dx.doi.org/10.1093/ nar/gkq1129 www.landesbioscience.com RNA Biology 7,OADS,/arxiv_data1/oa_pdf/89/91/rna-9-130.PMC3346311.pdf
"Do not distribute.Liver-specific microRNA-122 Biogenesis and function Catherine L. Jopling Centre for Biomolecular Sciences; University of Nottingham; University Park; Nottingham, UK Keywords: MicroRNA, miR-122, Pri-miRNA, GLD-2, CAT-1, Cholesterol, Hepatitis C virus Abbreviations: miRNA, MicroRNA; miR-122, MicroRNA-122; HCV, Hepatitis C virus; nt, Nucleotide; UTR,Untranslated region; Pol II, RNA polymerase II; HNF-4 a, Hepatocyte nuclear factor 4 a; PPAR β/d, Peroxisome proliferator-activated receptor β/d; CPEB, Cytoplasmic polyadenylation element binding protein; CAT-1, Cationic aminoacid transporter 1; Aldo A, Aldolase A;Ndrg3, N-myc downstream regulatedgene 3; Hfe, Hemochromatosis; Hjv, Hemojuvelin; HCC, Hepatocellular carcinoma; IRES, Internal ribosome entrysite; miRISC, miRNA-induced silencingcomplex; LNA, Locked nucleic acid Submitted: 10/07/11 Revised: 11/18/11Accepted: 11/22/11http://dx.doi.org/ Correspondence to: Catherine L. Jopling; Email: Catherine.jopling@nottingham.ac.ukm icroRNA-122 (miR-122) was one of the first examples of a tissue-specific miRNA.",Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Science 2001; 294:853-8; PMID:11679670; http://dx.doi.org/10.1126/science.1064921 3.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Science 2001; 294:862-4; PMID:11679672; http://dx.doi.org/10.1126/science.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Science 2001; 294: 858-62; PMID:11679671; http://dx.doi.org/10.1126/ science.1065062 5.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Curr Biol 2002; 12:735-9; PMID:12007417; http://dx.doi.org/10.1016/S0960- 9822(02)00809-6 6.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
RNA Biol 2004; 1:106-13; PMID: 17179747; http://dx.doi.org/10.4161/rna.1.2.1066 7.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Nucleic Acids Res 2011; 39:D152-7; PMID: 21037258; http://dx.doi.org/10.1093/nar/gkq1027 8.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Mol Cell 2007; 27:91-105; PMID:17612493; http://dx.doi.org/10.1016/j.molcel.2007.06.017 9.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Nat Rev Mol Cell Biol 2009; 10:126-39;PMID:19165215; http://dx.doi.org/10.1038/nrm2632 10.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Science 2005; 309:310-1; PMID:15919954; http://dx.doi.org/10.1126/science.1114519 11.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Genome Res 2004; 14:1902-10;PMID:15364901; http://dx.doi.org/10.1101/gr.2722704 12.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
J Hepatol 2011; 55:602-11; PMID: 21241755; http://dx.doi.org/10.1016/j.jhep.2010.12.023 14.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Genes Dev 2009; 23:1313-26; PMID:19487572; http://dx.doi.org/10.1101/gad.178100915.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Genome Res 2010; 20:1398-410; PMID: 20719920; http://dx.doi.org/10.1101/gr.106054.110 16.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
GenesDev 2009; 23:433-8; PMID:19240131; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Nature 2011; 473:105-8; PMID:21478871; http://dx.doi.org/10.1038/ nature09908 18.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Cell 2006; 125:1111-24; PMID:16777601; http://dx.doi.org/10.1016/j.cell.2006.04.031 19.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Nature 2005; 438:685-9; PMID: 16258535; http://dx.doi.org/10.1038/nature04303 20.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Cell Metab 2006; 3:87-98; PMID:16459310; http://dx.doi.org/ 10.1016/j.cmet.2006.01.005 21.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Nucleic Acids Res 2008; 36:1153-62; PMID:18158304; http://dx.doi.org/10.1093/nar/gkm1113 22.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Nature 2008; 452:896-9; PMID:18368051; http://dx.doi.org/10.1038/nature06783 23.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
JClin Invest 2011; 121:1386-96; PMID:21364282; http://dx.doi.org/10.1172/JCI44883 24.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Oncogene 2009; 28:3526-36; PMID:19617899; http://dx.doi.org/10.1038/onc.2009.211 26.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
J Biol Chem 2009; 284:32015-27; PMID:19726678; http://dx.doi.org/10.1074/jbc.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Cancer Res 2009; 69:5761-7; PMID:19584283; http://dx.doi.org/10.1158/0008-5472.CAN-08-4797 28.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Hepatology 2009; 49:1571-82;PMID:19296470; http://dx.doi.org/10.1002/hep.22806 29.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Nature 2005; 436:930-2; PMID:16107831;http://dx.doi.org/10.1038/nature04076 30.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Science 2005; 309:1577-81; PMID:16141076; http://dx.doi.org/10.1126/science.1113329 31.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Cell Host Microbe 2008; 4:77-85; PMID:18621012; http://dx.doi.org/10.1016/j.chom.2008.05.013 32.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Nature2005; 436:933-8; PMID:16107832; http://dx.doi.org/10.1038/nature04077 34.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
EMBO J 2008; 27:3300-10;PMID:19020517; http://dx.doi.org/10.1038/emboj.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Nucleic Acids Res 2011; 39:7716-29; PMID:21653556; http://dx.doi.org/10.1093/nar/gkr426 36.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
J Virol 2010; 84:6615-25; PMID:20427538; http://dx.doi.org/10.1128/JVI.00417-10 37.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
J Virol 2010; 84:666-70; PMID: 19846523; http://dx.doi.org/10.1128/JVI.01156-09 38.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Antiviral Res 2010; 88: 119-23; PMID:20637242; http://dx.doi.org/10.1016/ j.antiviral.2010.07.004 39.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
J Virol 2011; 85:2342-50; PMID:21177824; http://dx.doi.org/10.1128/JVI.,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Science 2010; 327:198-201; PMID:19965718; http://dx.doi.org/10.1126/science.,OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
Nat Med 2009; 15:31-3; PMID:19122656; http://dx.doi.org/10.1038/nm.1902 6 RNA Biology Volume 9 Issue 2,Non-OADS,/arxiv_data1/oa_pdf/19/f4/rna-9-137.PMC3346312.pdf
"The *Correspondance to: Annie Mougin; Email: mougin@biotoul.fr Submitted: 08/26/11; Revised: 11/15/11; Accepted: 11/19/11 http://dx.doi.org/10.4161/rna.9.2.18810RESEARCH PAPER RNA Biology 9:2, 1 –13; February 2012; G2012 Landes Bioscience www.landesbioscience.com RNA Biology 1",Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Cell 2001; 107:133-6; PMID:11672521; http://dx.doi.org/10.1016/S0092- 8674(01)00531-1 2.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Gene 2003; 313:17- 42; PMID:12957375; http://dx.doi.org/10.1016/S0378- 1119(03)00629-2 3.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
EMBO J 2003; 22:1370-80; PMID: 12628929; http://dx.doi.org/10.1093/emboj/cdg121 4.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Trends Cell Biol 2003; 13:255-63; PMID:12742169; http://dx.doi.org/ 10.1016/S0962-8924(03)00054-0 5.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Nucleic Acids Res 2003; 31:799- 804; PMID:12560474; http://dx.doi.org/10.1093/nar/ gkg165 6.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Trends Biochem Sci 2010; 35:260-6; PMID:20137954; http://dx.doi.org/10.1016/j.tibs.2010.01.001 7.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Curr Opin Cell Biol 2005; 17:281-6; PMID:15901498; http://dx.doi.org/10.1016/j.ceb.2005.04.001 8.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
FEBS Lett 2007; 581:2783-93; PMID:17509569; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
PLoS Biol 2009; 7:e1000213; PMID:19806183; http://dx.doi.org/10.1371/journal.pbio.1000213 10.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Cell Mol Life Sci 2008; 65:2334-59; PMID:18408888; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
RNA 2009; 15:2083-104; PMID:19850913; http://dx.doi.org/10.1261/rna.1792109 12.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Mol Cell 2002; 10:105-15; PMID:12150911; http://dx.doi.org/10.1016/S1097-2765(02)00579-8 13.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
EMBO J 2001; 20:4204-13; PMID: 11483523; http://dx.doi.org/10.1093/emboj/20.15.4204 15.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Mol Cell Biol 2003; 23:2083-95; PMID:12612080; http://dx.doi.org/10.1128/MCB.23.6.2083-2095.2003 16.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Genes Dev 1995; 9:2470-81; PMID:7590228; http://dx.doi.org/10.1101/gad.9.20.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Mol Cell Biol 2003; 23:1798-807; PMID:12588997; http://dx.doi.org/10.1128/MCB.23.5.1798-1807.2003 19.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
J Biol Chem 2009; 284:35079-91; PMID:19801658; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
RNA 2004; 10:645-56; PMID:15037774; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
RNA 2008; 14:2061-73; PMID: 18755838; http://dx.doi.org/10.1261/rna.1176708 23.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Genes Dev 2004; 18:196- 209; PMID:14729571; http://dx.doi.org/10.1101/gad.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Nucleic Acids Res 2003; 31:690-9; PMID:12527778; http://dx.doi.org/10.1093/nar/gkg145 25.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Nature 2002; 417:967-70; PMID:12068309; http://dx.doi.org/10.1038/nature00769 26.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Genetics 2004; 168:1877-89; PMID:15611164; http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
RNA 2001; 7:1268- 83; PMID:11565749; http://dx.doi.org/10.1017/ S1355838201013073 28.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Mol Cell Biol 2005; 25:10352-64; PMID: 16287850; http://dx.doi.org/10.1128/MCB.25.23.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
EMBO J 2009; 28:3808-19; PMID:19927118; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Nature 2003; 425:686-91; PMID: 14562095; http://dx.doi.org/10.1038/nature02026 32.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Genetics 2006; 174: 679-91; PMID:16888326; http://dx.doi.org/10.1534/ genetics.106.062117 33.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Proc Natl Acad Sci U S A 2009; 106:14259-64; PMID:19706509; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
J Mol Biol 2011; 405:3-17; PMID:20934433; http://dx.doi.org/ 10.1016/j.jmb.2010.09.064 35.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
J Cell Biol 2009; 185:1167-80; PMID: 19564402; http://dx.doi.org/10.1083/jcb.200904048 36.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Nucleic Acids Res 2011; 39:280-91; PMID: 20805244; http://dx.doi.org/10.1093/nar/gkq734 38.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
EMBO J 2005; 24:2862-72; PMID:16037817; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Science 2002; 298:1912-34; PMID: 12471243; http://dx.doi.org/10.1126/science.1075762 40.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Mol Microbiol 2002; 44:309-24; PMID:11972772; http://dx.doi.org/10.1046/j.1365-2958.2002.02881.x 41.,Non-OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Cell 1996; 85:149-58; PMID:8612268; http://dx.doi.org/ 10.1016/S0092-8674(00)81092-2 43.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
Protein Sci 2002; 11:1580-4; PMID: 12021457; http://dx.doi.org/10.1110/ps.3560102 45.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
J Biol Chem 2005; 280:37297- 300; PMID:16183636; http://dx.doi.org/10.1074/jbc.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
J Cell Sci 2003; 116:2409-19; PMID:12724356; http://dx.doi.org/10.1242/jcs.00464 48.,OADS,/arxiv_data1/oa_pdf/8d/86/rna-9-163.PMC3346313.pdf
