Sentence,class,file
Immunity 2009; 31:527-8; PMID:19833080; http://dx.doi.org/10.1016/j.immu- ni.2009.09.007.213.,OADS,/arxiv_data1/oa_pdf/12/2c/onci-1-1557.PMC3525611.pdf
"http://dx.doi.org/10.1074/jbc.M31259920 0 Sharma, S.M., A. Bronisz, R. Hu, K. Patel, K.C.",Non-OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"282:15921– 15929. http://dx.doi.org/10.1074/jbc.M60972320 0 Shinohara, M., T. Koga, K. Okamoto, S. Sakaguchi, K. Arai, H. Yasuda, T.  Takai, T. Kodama, T. Morio, R.S.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1016/j.cell.2007.12.03 7 Takayanagi, H., S. Kim, T. Koga, H. Nishina, M. Isshiki, H. Yoshida, A. Saiura,  M. Isobe, T. Yokochi, J. Inoue, et al.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi   .org/10.1016/S1534-5807(02)00369- 6 van der Eerden, B.C., J.G.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1146/ annurev.immunol.24.021605.09064 6 Yang, S., and Y.P.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1101/gad.154410 7 Yang, Y.M., M.S.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1359/jbmr.09042 0 Yoon, S.H., Y. Lee, H.J.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1016/j.febslet.2009.03.00 5Di Leva, F., T. Domi, L. Fedrizzi, D. Lim, and E. Carafoli.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1016/   j.abb.2008.02.02 6 Gatto, C., and M.A.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1021/bi00003a03 1 Ha, H., H.B.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1016/j.yexcr.2004.07.03 5 Ha, J., H.S.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi   .org/10.4049/jimmunol.090244 4 Kaneda, T., T. Nojima, M. Nakagawa, A. Ogasawara, H. Kaneko, T. Sato, H.  Mano, M. Kumegawa, and Y. Hakeda.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1124/mol.107.03417 3 Kim, K., J.H.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1074/ jbc.M50581520 0 Kuroda, Y., C. Hisatsune, T. Nakamura, K. Matsuo, and K. Mikoshiba.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi   .org/10.1182/blood-2007-03-08294 1 Lee, Y., J. Ha, H.J.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1074/ jbc.M109.04223 4 Lee, Y., H.J.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi   .org/10.1002/jbmr.156 1 Li, J.P., H. Kajiya, F. Okamoto, A. Nakao, T. Iwamoto, and K. Okabe.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1210/en.2006-132 1 Lorget, F., S. Kamel, R. Mentaverri, A. Wattel, M. Naassila, M. Maamer, and M.  Brazier.",Non-OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1006/bbrc.2000.222 9 Moonga, B.S., R. Davidson, L. Sun, O.A.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1016/j.niox.2009.04.00 2 Nowycky, M.C., and A.P.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
"http://dx.doi.org/10.1242/jcs.0007 8 Okunade, G.W., M.L.",OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
http://dx.doi.org/10.1074/jbc.M40462820 0,Non-OADS,/arxiv_data1/oa_pdf/e6/8f/JCB_201204067.PMC3529522.pdf
http://dx.doi.org/10   .1083/jcb.201207150) show that the kinase Tao promotes  the endocytosis of the cell adhesion molecule Fasciclin 2  from the lateral surface of the cell and is critical for the  cuboidal to squamous cell shape transition.,OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
"Data provided by the authors suggest Cell height: Tao rising Liang Cai1 and Keith E. Mostov2,3,4 1State Key Laboratory of Genetic Engineering, Department of Biochemistry, School of Life Sciences, Fudan University, Shanghai 200433, China 2Department of Anatomy, 3Department of Biochemistry and Biophysics, and 4Cardiovascular Research Institute, University of California, San Francisco,   San Francisco, CA 94143 © 2012 Cai and Mostov  This article is distributed under the terms of an Attribution– Noncommercial–Share Alike–No Mirror Sites license for the first six months after the pub - lication date (see http://www.rupress.org/terms).",Non-OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
"After six months it is available under a  Creative Commons License (Attribution–Noncommercial–Share Alike 3.0 Unported license,  as described at http://creativecommons.org/licenses/by-nc-sa/3.0/).THE JOURNAL OF CELL BIOLOGY",Non-OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
"http://dx.doi.org/10.1016/j.dev cel  .2011.08.02 8 Gassama-Diagne, A., W. Yu, M. ter Beest, F. Martin-Belmonte, A. Kierbel, J.  Engel, and K. Mostov.",OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
"http://dx.doi.org/10.1038/ncb146 1 Gomez, J.M., Y. Wang, and V. Riechmann.",OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
"http://dx.doi.org/10.1126/science.318751 9 Hutchison, M., K.S.",OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
"http://dx.doi.org/10.1074/   jbc.273.44.2862 5 Lipschutz, J.H., W. Guo, L.E.",OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
"http://dx.doi.org/   10.1074/jbc.M21321020 0 Liu, T., J.L.",OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
"http://dx.doi.org/10.1242/jcs.06872 6 Poon, C.L., J.I.",OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
"http://dx.doi.org/10.1016/j.devcel.2011   .09.01 2 Snow, P.M., K. Zinn, A.L.",OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
"http://dx.doi.org/10.1073/   pnas.85.14.529 1 Szafranski, P., and S. Goode.",OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
"http://dx.doi.org/10.1242/dev.0109 7 Widmann, T.J., and C. Dahmann.",OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
http://dx.doi.org/10.1242/   jcs.04427 1that none of these previously known functions is involved in  Fasciclin 2 endocytosis.,Non-OADS,/arxiv_data1/oa_pdf/af/2a/JCB_201211015.PMC3529524.pdf
This article is distributed under the terms of an Attribution– Noncommercial–Share Alike–No Mirror Sites license for the first six months after the pub - lication date (see http://www.rupress.org/terms).,Non-OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"After six months it is available under a  Creative Commons License (Attribution–Noncommercial–Share Alike 3.0 Unported license,  as described at http://creativecommons.org/licenses/by-nc-sa/3.0/).THE JOURNAL OF CELL BIOLOGY",Non-OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
Online supplemental material is available at  http://www.jcb.org/cgi/content/full/jcb.201209050/DC1.,Non-OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1016/j.neuron   .2006.04.02 7 Callahan, M.K., M.S.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1189/jlb.090243 3 Conradt, B.",Non-OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1146/ annurev.genet.42.110807.09153 3 Conradt, B., and D. Xue.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1073/   pnas.110271410 8 Ettinger, A.W., M. Wilsch-Bräuninger, A.M. Marzesco, M. Bickle, A. Lohmann,  Z. Maliga, J. Karbanová, D. Corbeil, A.A. Hyman, and W.B.",Non-OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"2:503. http://dx.doi   .org/10.1038/ncomms151 1 Galluzzi, L., O. Kepp, C. Trojel-Hansen, and G. Kroemer.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1038/embor.2012.1 9 Glotzer, M. 2009.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1038/   nrm260 9 Hoopfer, E.D., T. McLaughlin, R.J. Watts, O. Schuldiner, D.D.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"50:883– 895. http://dx.doi.org/10.1016/j.neuron.2006.05.01 3 Hyman, B.T., and J. Yuan.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1038/nrn322 8 Kaitna, S., M. Mendoza, V. Jantsch-Plunger, and M. Glotzer.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1016/S0960-9822(00)00721- 1 Kinchen, J.M., and K.S.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi   .org/10.1038/nrm251 5 Kuo, T.C., C.T.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi   .org/10.1038/ncb233 2out that midbody degradation was known to be associated  with human lysosomal storage disorders or mammalian cell  fate determination (Pohl and Jentsch, 2009; Ettinger et al.,  2011; Kuo et al., 2011; Schink and Stenmark, 2011).",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1083/jcb.20111105 3 Liu, B., H. Du, R. Rutkowski, A. Gartner, and X. Wang.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1126/science.122028 1 Logan, M.A., R. Hackett, J. Doherty, A. Sheehan, S.D.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"15:722– 730. http://dx.doi.org/10.1038/nn.306 6 MacDonald, J.M., M.G.",Non-OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi   .org/10.1016/j.cub.2012.05.05 2 Mercer, J., and A. Helenius.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi   .org/10.1126/science.115516 4 Mullins, J.M., and J.J. Biesele.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1083/jcb.73.3.67 2 Ou, G., and R.D.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1083/jcb   .20081207 7 Ou, G., N. Stuurman, M. D’Ambrosio, and R.D.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1126/science.119611 2 Pohl, C., and S. Jentsch.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi   .org/10.1038/ncb181 3 Raich, W.B., A.N.",Non-OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1016/j.devcel.2006.04.00 8 Schink, K.O., and H. Stenmark.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1016/   j.cub.2011.10.03 5 Steigemann, P., and D.W. Gerlich.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/   10.1016/j.tcb.2009.07.00 8 Sulston, J.E., and H.R.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
"http://dx.doi.org/10.1016/0012-1606(83)90201- 4 Yang, D., N. Rismanchi, B. Renvoisé, J. Lippincott-Schwartz, C. Blackstone,  and J.H.",OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
15:1278– 1286. http://dx.doi.org/10.1038/nsmb.151 2,Non-OADS,/arxiv_data1/oa_pdf/2c/a1/JCB_201209050.PMC3529525.pdf
This article is distributed under the terms of an Attribution– Noncommercial–Share Alike–No Mirror Sites license for the first six months after the pub - lication date (see http://www.rupress.org/terms).,Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"After six months it is available under a  Creative Commons License (Attribution–Noncommercial–Share Alike 3.0 Unported license,  as described at http://creativecommons.org/licenses/by-nc-sa/3.0/).THE JOURNAL OF CELL BIOLOGY",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1242/jcs.00523 1 Backer, C.B., J.H.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1091/mbc.E11-11-093 1 Baker, S.A., K. Freeman, K. Luby-Phelps, G.J.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1074/jbc.M30015620 0 Banting, G., and S. Ponnambalam.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1016/   S0167-4889(96)00146- 2 Baron Gaillard, C.L., E. Pallesi-Pocachard, D. Massey-Harroche, F. Richard,  J.P. Arsanto, J.P. Chauvin, P. Lecine, H. Krämer, J.P. Borg, and A.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1091/mbc   .E11-05-040 5 Boehlke, C., M. Bashkurov, A. Buescher, T. Krick, A.K.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"123:1460– 1467. http://dx.doi.org/10.1242/jcs.05888 3 Burkhardt, J.K., C.J.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1083/jcb.139.2.46 9 Casenghi, M., P. Meraldi, U. Weinhart, P.I.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi   .org/10.1016/S1534-5807(03)00193- X Chaki, M., R. Airik, A.K.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1016/   j.cell.2012.06.02 8 Cheeseman, I.M., and A. Desai.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1126/stke.2662005pl 1 Chen, C.H., S.L.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi   .org/10.1016/S0006-291X(03)01510- 9 D’Angelo, A., and B. Franco.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"2:3. http://dx.doi.org/10.1186/1755-8417-2- 3 Dammermann, A., and A. Merdes.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1083/jcb.20020402 3 Deretic, D., and D.S.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1083/jcb.113.6.128 1 Fabbro, M., B.B.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
http://dx.doi.org/10.1016/j.devcel   .2005.09.00 3Yeast two-hybrid screen The yeast two-hybrid screening was performed using the Matchmaker  two-hybrid system 3 and a human testis cDNA library (Takara Bio Inc.).,OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
Online supplemental material is avail - able at http://www.jcb.org/cgi/content/full/jcb.201202126/DC1.,Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1016/S0014-5793(01)03290- 2 Mazelova, J., N. Ransom, L. Astuto-Gribble, M.C.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1242/jcs.03998 2 Mikule, K., B. Delaval, P. Kaldis, A. Jurcyzk, P. Hergert, and S. Doxsey.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1038/ncb152 9 Mogensen, M.M., A. Malik, M. Piel, V. Bouckson-Castaing, and M. Bornens.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/   10.1242/jcs.05951 9 Moreno-Borchart, A.C., and M. Knop.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1078/0944-5013-0019 4 Nachury, M.V.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi   .org/10.1016/j.cell.2007.03.05 3 Nakamura, N., C. Rabouille, R. Watson, T. Nilsson, N. Hui, P. Slusarewicz,  T.E.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1083/   jcb.131.6.171 5 Nigg, E.A., and J.W.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1016/j.cell.2009.10.03 6 Pedersen, L.B., and J.L.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"85:23– 61. http://dx.doi.org/10.1016/S0070-2153(08)00802- 8 Pedersen, L.B., I.R.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/   10.1002/dvdy.2152 1 Peränen, J., P. Auvinen, H. Virta, R. Wepf, and K. Simons.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi   .org/10.1083/jcb.135.1.15 3 Pfeifer, A.C., D. Kaschek, J. Bachmann, U. Klingmüller, and J. Timmer.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"4:106. http://dx.doi.org/10.1186/1752-0509-4-10 6 Rogers, K.K., P.D.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1016/0076-6879(91)94004- V Shimoda, C. 2004.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/   10.1242/jcs.0098 0 Sillibourne, J.E., C.G.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1016/j.devcel.2009.12.02 2 Sivasubramaniam, S., X.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"22:587– 600. http://dx.doi.org/10.1101/gad.162770 8 Sorokin, S. 1962.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi   .org/10.1083/jcb.15.2.36 3 Sorokin, S.P.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/   10.1016/j.cell.2007.06.02 7Fliegauf, M., J. Horvath, C. von Schnakenburg, H. Olbrich, D. Müller, J. Thumfart,  B. Schermer, G.J.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1681/ASN.200512135 1 Ganesh, K., S. Adam, B. Taylor, P. Simpson, C. Rada, and M. Neuberger.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1074/jbc.M110.20876 9 Ghossoub, R., A. Molla-Herman, P. Bastin, and A. Benmerah.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1042/BC2010012 8 Graser, S., Y.D.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi   .org/10.1083/jcb.20070718 1 Gromley, A., C. Yeaman, J. Rosa, S. Redick, C.T.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10   .1016/j.cell.2005.07.02 7 Guarguaglini, G., P.I.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1091/mbc.E04-   10-093 9 Haller, K., and S. Fabry.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1006/bbrc.1997.801 5 Hattula, K., and J. Peränen.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1016/S0076-6879   (05)03024- 7 Hehnly, H., C.T.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi   .org/10.1681/ASN.200805045 6 Huber, L.A., S. Pimplikar, R.G.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1083/jcb.123.1.3 5 Ishikawa, H., A. Kubo, S. Tsukita, and S. Tsukita.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1038/ncb125 1 Jin, H., S.R.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"141:1208– 1219. http://dx.doi.org/10.1016/j.cell.2010.05.01 5 Jurczyk, A., A. Gromley, S. Redick, J. San Agustin, G. Witman, G.J.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1083/jcb   .20040502 3 Kim, J., S.R.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi   .org/10.1093/hmg/ddn27 7 Knödler, A., S. Feng, J. Zhang, X. Zhang, A. Das, J. Peränen, and W. Guo.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1083/jcb.147.5.96 9 Li, Y., and J. Hu.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
http://dx.doi   .org/10.1074/jbc.273.6.342 2,Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi   .org/10.1016/0092-8674(91)90390- K Stephens, R.E.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1002/jez.101 5 Tasouri, E., and K.L.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1007/   s00441-011-1192- 8 Vaughan, K.T., and R.B.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1083/jcb.131.6.150 7 Westlake, C.J., L.M.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1074/jbc.M109.07095 3 Winkelbauer, M.E., J.C. Schafer, C.J.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1242/jcs.0266 5 Wolff, A., B. de Néchaud, D. Chillet, H. Mazarguil, E. Desbruyères, S. Audebert,  B. Eddé, F. Gros, and P. Denoulet.",Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1083/jcb.20070304 7 Yoshino, A., B.M.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
"http://dx.doi.org/10.1242/   jcs.0074 6 Zou, C., J. Li, Y. Bai, W.T.",OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
http://dx.doi.org/   10.1083/jcb.20050618 5,Non-OADS,/arxiv_data1/oa_pdf/d5/c7/JCB_201202126.PMC3529528.pdf
This article is distributed under the terms of an Attribution– Noncommercial–Share Alike–No Mirror Sites license for the first six months after the pub - lication date (see http://www.rupress.org/terms).,Non-OADS,/arxiv_data1/oa_pdf/9d/c7/JCB_201205059.PMC3529529.pdf
"After six months it is available under a  Creative Commons License (Attribution–Noncommercial–Share Alike 3.0 Unported license,  as described at http://creativecommons.org/licenses/by-nc-sa/3.0/).THE JOURNAL OF CELL BIOLOGY",Non-OADS,/arxiv_data1/oa_pdf/9d/c7/JCB_201205059.PMC3529529.pdf
"http://dx.doi.org/10   .1126/science.117732 1 Baumann, P., F.E.",OADS,/arxiv_data1/oa_pdf/9d/c7/JCB_201205059.PMC3529529.pdf
"http://dx.doi.org/10.1016/S0092-8674(00)81394- X Berkovich, E., R.J. Monnat Jr., and M.B.",OADS,/arxiv_data1/oa_pdf/9d/c7/JCB_201205059.PMC3529529.pdf
"http://dx.doi.org/10.1038/ncb159 9 Brunton, H., A.A. Goodarzi, A.T.",Non-OADS,/arxiv_data1/oa_pdf/9d/c7/JCB_201205059.PMC3529529.pdf
"http://dx.doi.org/10.1128/MCB.05289-1 1 Chai, B., J. Huang, B.R.",OADS,/arxiv_data1/oa_pdf/9d/c7/JCB_201205059.PMC3529529.pdf
"http://dx.doi   .org/10.1101/gad.127310 5 Chailleux, C., S. Tyteca, C. Papin, F. Boudsocq, N. Puget, C. Courilleau, M.  Grigoriev, Y. Canitrot, and D. Trouche.",Non-OADS,/arxiv_data1/oa_pdf/9d/c7/JCB_201205059.PMC3529529.pdf
"http://dx.doi   .org/10.1042/BJ2009132 9 Chou, D.M., B. Adamson, N.E.",OADS,/arxiv_data1/oa_pdf/9d/c7/JCB_201205059.PMC3529529.pdf
