Sentence,class,file
Diabetes 2010; 59:2407-17;PMID:20627936; http://dx.doi.org/10.2337/db10- 0771 82.,Non-OADS,/arxiv_data1/oa_pdf/10/94/kmco-01-04-969166.PMC4905215.pdf
Oncogene 2001; 20:1556-62; PMID:11313902; http://dx.doi.org/10.1038/sj.onc.,OADS,/arxiv_data1/oa_pdf/10/94/kmco-01-04-969166.PMC4905215.pdf
Mol Cancer Res 2012; 10:156-66; PMID:22086906; http://dx.doi.org/10.1158/ 1541-7786.MCR-11-0411 84.,Non-OADS,/arxiv_data1/oa_pdf/10/94/kmco-01-04-969166.PMC4905215.pdf
Proc Natl Acad Sci U S A 2008; 105:17818-23; PMID:19008357; http://dx.doi.org/ 10.1073/pnas.0804446105 86.,OADS,/arxiv_data1/oa_pdf/10/94/kmco-01-04-969166.PMC4905215.pdf
Mol Cancer 2009;8:97; PMID:19900276; http://dx.doi.org/10.1186/ 1476-4598-8-97 87.,Non-OADS,/arxiv_data1/oa_pdf/10/94/kmco-01-04-969166.PMC4905215.pdf
J Immunol 2013; 190:5329-36; PMID:23589623; http://dx.doi.org/10.4049/jimmunol.1202058 88.,Non-OADS,/arxiv_data1/oa_pdf/10/94/kmco-01-04-969166.PMC4905215.pdf
Lab Invest 2013;93:768-78; PMID:23732813; http://dx.doi.org/ 10.1038/labinvest.2013.71 89.,OADS,/arxiv_data1/oa_pdf/10/94/kmco-01-04-969166.PMC4905215.pdf
Physiol Rev 2011; 91:1071-121; PMID:21742796; http://dx.doi.org/10.1152/physrev.00038.2010 90.,Non-OADS,/arxiv_data1/oa_pdf/10/94/kmco-01-04-969166.PMC4905215.pdf
Nat Rev Drug Discov 2011; 10:417-27; PMID:21629292; http://dx.doi.org/10.1038/nrd3455 91.,Non-OADS,/arxiv_data1/oa_pdf/10/94/kmco-01-04-969166.PMC4905215.pdf
Blood 2011; 117:6999-7006; PMID:21467543; http://dx.doi.org/ 10.1182/blood-2011-01-330142 93.,Non-OADS,/arxiv_data1/oa_pdf/10/94/kmco-01-04-969166.PMC4905215.pdf
Eur J Clin Invest 2008; 38:73- 81; PMID:18226040; http://dx.doi.org/10.1111/ j.1365-2362.2007.01914.x www.landesbioscience.com e969166-11 Molecular & Cellular Oncology,Non-OADS,/arxiv_data1/oa_pdf/10/94/kmco-01-04-969166.PMC4905215.pdf
"8Development and validation of novel radiation therapy andimaging strategies will be assisted by por-cine cancer models because of their similar *Correspondence to: Christopher Rogers; Email: chris.rogers@exemplargenetics.com Submitted: 08/26/2014; Revised: 08/27/2014; Accepted: 08/28/2014 http://dx.doi.org/10.4161/23723548.2014.969626 This is an Open Access article distributed under the terms of the Creative Commons Attribution-Non-Commercial License (http://creativecommons.o rg/licenses/ by-nc/3.0/), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/30/63/kmco-01-04-969626.PMC4905218.pdf
Nat Rev Cancer 2009; 9:749-758; PMID:19776744; http://dx.doi.org/10.1038/nrc2723 3.,Non-OADS,/arxiv_data1/oa_pdf/30/63/kmco-01-04-969626.PMC4905218.pdf
Oncogene 2007; 26:2157-2165;PMID:17401424; http://dx.doi.org/10.1038/sj.,OADS,/arxiv_data1/oa_pdf/30/63/kmco-01-04-969626.PMC4905218.pdf
Cancer Cell 2005; 7:469-483; PMID:15894267; http://dx.doi.org/ 10.1016/j.ccr.2005.04.023 6.,Non-OADS,/arxiv_data1/oa_pdf/30/63/kmco-01-04-969626.PMC4905218.pdf
Genes Dev 2008; 22:1662-1676; PMID:18559481; http://dx.doi.org/10.1101/gad.1656808 8.,OADS,/arxiv_data1/oa_pdf/30/63/kmco-01-04-969626.PMC4905218.pdf
Gastroen- terology 2013; 144:1316-1326; PMID:23622141;http://dx.doi.org/10.1053/j.gastro.2013.01.078 10.,Non-OADS,/arxiv_data1/oa_pdf/30/63/kmco-01-04-969626.PMC4905218.pdf
Sci- ence 2008; 321:1837-1841; PMID:18818360; http://dx.doi.org/10.1126/science.1163600 www.landesbioscience.com e969626-3 Molecular & Cellular Oncology,Non-OADS,/arxiv_data1/oa_pdf/30/63/kmco-01-04-969626.PMC4905218.pdf
"4Interestingly, V-ATPase activates TORC1 and Ras activity by recruitmentand activation of distinct small GTPases, © Reinhard Dechant and Matthias Peter *Correspondence to: Reinhard Dechant; Email: reinhard.dechant@bc.biol.ethz.ch; Matthias Peter; Email: matthias.peter@bc.biol.ethz.chSubmitted: 08/28/2014; Revised: 08/29/2014; Accepted: 08/29/2014 http://dx.doi.org/10.4161/23723548.2014.969643 This is an Open Access article distributed under the terms of the Creative Commons Attribution-Non-Commercial License (http://creativecommons.o rg/licenses/ by-nc/3.0/), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/db/03/kmco-01-04-969643.PMC4905219.pdf
Physi- ology (Bethesda) 2013; 28:298-309; PMID:23997189;http://dx.doi.org/10.1152/physiol.00005.2013 2.,Non-OADS,/arxiv_data1/oa_pdf/db/03/kmco-01-04-969643.PMC4905219.pdf
Trends Cell Biol 2014; 24:400-6; PMID:24698685; http://dx.doi.org/10.1016/j.tcb.,OADS,/arxiv_data1/oa_pdf/db/03/kmco-01-04-969643.PMC4905219.pdf
Genetics 2012; 192:73-105; PMID: 22964838; http://dx.doi.org/10.1534/genetics.111.135731 4.,Non-OADS,/arxiv_data1/oa_pdf/db/03/kmco-01-04-969643.PMC4905219.pdf
Mol Cell 2014; 55:409-21; PMID:25002144; http://dx.doi.org/10.1016/j.molcel.2014.06.0025.,OADS,/arxiv_data1/oa_pdf/db/03/kmco-01-04-969643.PMC4905219.pdf
Genome biology 2012; 13:R80; PMID:23021432;http://dx.doi.org/10.1186/gb-2012-13-9-r80 6.,OADS,/arxiv_data1/oa_pdf/db/03/kmco-01-04-969643.PMC4905219.pdf
EMBO J 2010; 29:2515-26; PMID:20581803; http://dx.doi.org/10.1038/emboj.2010.138 7.,Non-OADS,/arxiv_data1/oa_pdf/db/03/kmco-01-04-969643.PMC4905219.pdf
Nature 2013;493:679-83; PMID:23263183; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/db/03/kmco-01-04-969643.PMC4905219.pdf
Journal of translational medicine 2013;11:282; PMID:24195657; http://dx.doi.org/10.1186/ 1479-5876-11-282 10.,Non-OADS,/arxiv_data1/oa_pdf/db/03/kmco-01-04-969643.PMC4905219.pdf
"As an adapter protein, p62 can interact with key signaling components © Evelyne Segal-Bendirdjian, Mario P Tschan, Josy Reiffers, and Mojgan Djavaheri-Mergny *Correspondence to: Mojgan Djavaheri-Mergny; Email: mojgan.mergny@inserm.frSubmitted: 09/01/2014; Revised: 09/05/2014; Accepted: 09/06/2014 http://dx.doi.org/10.4161/23723548.2014.970066 This is an Open Access article distributed under the terms of the Creative Commons Attribution-Non-Commercial License (http://creativecommons.o rg/licenses/ by-nc/3.0/), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/c2/c3/kmco-01-04-970066.PMC4905221.pdf
Trends Biochem Sci 2012; 37:230-6; PMID:22424619; http://dx.doi.org/10.1016/j.tibs.,OADS,/arxiv_data1/oa_pdf/c2/c3/kmco-01-04-970066.PMC4905221.pdf
Pharmacol Res 2012; 66:457-62; PMID:22841931; http://dx.doi.org/10.1016/j.phrs.2012.07.004 3.,Non-OADS,/arxiv_data1/oa_pdf/c2/c3/kmco-01-04-970066.PMC4905221.pdf
Autophagy 2011; 7:279-96; PMID:21189453; http://dx.doi.org/ 10.4161/auto.7.3.14487 4.,Non-OADS,/arxiv_data1/oa_pdf/c2/c3/kmco-01-04-970066.PMC4905221.pdf
Exp Cell Res 2014; 324:1-12;PMID:24694321; http://dx.doi.org/10.1016/j.yexcr.,OADS,/arxiv_data1/oa_pdf/c2/c3/kmco-01-04-970066.PMC4905221.pdf
Cell 2009; 137:1001-4; PMID:19524504; http://dx.doi.org/ 10.1016/j.cell.2009.05.023 6.,OADS,/arxiv_data1/oa_pdf/c2/c3/kmco-01-04-970066.PMC4905221.pdf
CellDeath Differ 2014; 21:1852-61; PMID:25034783; http://dx.doi.org/10.1038/cdd.2014.102 8.,Non-OADS,/arxiv_data1/oa_pdf/c2/c3/kmco-01-04-970066.PMC4905221.pdf
Antioxid Redox Signal 2012; 17:786-93; PMID:22074114; http://dx.doi.org/10.1089/ars.2011.4394 10.,Non-OADS,/arxiv_data1/oa_pdf/c2/c3/kmco-01-04-970066.PMC4905221.pdf
Blood2011; 118:916-25; PMID:21628417; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/c2/c3/kmco-01-04-970066.PMC4905221.pdf
"Thus, OGT regu- lates HIF-1 aprotein degradation in a proteasome- and pVHL-dependent man-ner to promote the Warburg effect in © Christina M Ferrer and Mauricio J Reginato *Correspondence to: Mauricio J Reginato; Email: Mauricio.Reginato@drexelmed.eduSubmitted: 07/18/2014; Revised: 07/23/2014; Accepted: 07/29/2014 http://dx.doi.org/10.4161/23723548.2014.961809 This is an Open Access article distributed under the terms of the Creative Commons Attribution-Non-Commercial License (http://creativecommons.o rg/licenses/ by-nc/3.0/), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/5a/45/kmco-02-01-961809.PMC4905223.pdf
Cell Metab 2008;7:11-20; PMID:18177721; http://dx.doi.org/10.1016/ j.cmet.2007.10.002 2.,OADS,/arxiv_data1/oa_pdf/5a/45/kmco-02-01-961809.PMC4905223.pdf
J Clin Invest 2013; 123:3664-71; PMID:23999440; http://dx.doi.org/10.1172/JCI67230 3.,Non-OADS,/arxiv_data1/oa_pdf/5a/45/kmco-02-01-961809.PMC4905223.pdf
Annu Rev Biochem 2011; 80:825- 58; PMID:21391816; http://dx.doi.org/10.1146/ annurev-biochem-060608-102511 4.,Non-OADS,/arxiv_data1/oa_pdf/5a/45/kmco-02-01-961809.PMC4905223.pdf
Oncogene 2010; 29:2831- 42; PMID:20190804; http://dx.doi.org/10.1038/onc.2010.41 5.,Non-OADS,/arxiv_data1/oa_pdf/5a/45/kmco-02-01-961809.PMC4905223.pdf
J Biol Chem; 2012 287:11070-81; PMID:22275356; http://dx.doi.org/ 10.1074/jbc.M111.302547 6.,OADS,/arxiv_data1/oa_pdf/5a/45/kmco-02-01-961809.PMC4905223.pdf
Mol Cell 2014; 54:820-31; PMID:24857547; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/5a/45/kmco-02-01-961809.PMC4905223.pdf
Cell 2012; 149:656-70; PMID:22541435; http://dx.doi.org/10.1016/j.cell.2012.01.058 8.,OADS,/arxiv_data1/oa_pdf/5a/45/kmco-02-01-961809.PMC4905223.pdf
Cancer Res 2013; 73:5277-87; PMID:23720054; http://dx.doi.org/10.1158/0008- 5472.CAN-13-0549 9.,Non-OADS,/arxiv_data1/oa_pdf/5a/45/kmco-02-01-961809.PMC4905223.pdf
Cell Rep 2013; 5:546-52; PMID:24120863; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/5a/45/kmco-02-01-961809.PMC4905223.pdf
Cell 2014; 156:1125-7; PMID:24630714; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/5a/45/kmco-02-01-961809.PMC4905223.pdf
"10 © Hiba Ahmad Zahreddine, Biljana Culjkovic-Kraljacic, and Katherine LB Borden *Correspondence to: Katherine LB Borden; Email: katherine.borden@umontreal.caSubmitted: 07/23/2014; Accepted: 07/30/2014 http://dx.doi.org/10.4161/23723548.2014.961827 This is an Open Access article distributed under the terms of the Creative Commons Attribution-Non-Commercial License (http://creativecommons.o rg/licenses/ by-nc/3.0/), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/49/f6/kmco-02-01-961827.PMC4905224.pdf
Blood 2009;114:257-60; PMID:19433856; http://dx.doi.org/ 10.1182/blood-2009-02-205153 2.,Non-OADS,/arxiv_data1/oa_pdf/49/f6/kmco-02-01-961827.PMC4905224.pdf
Nature 2014; 511:90-3; PMID:24870236; http://dx.doi.org/10.1038/nature13283 3.,Non-OADS,/arxiv_data1/oa_pdf/49/f6/kmco-02-01-961827.PMC4905224.pdf
J Steroid Biochem Mol Biol 2008; 109:247-53; PMID:18467088; http://dx.doi.org/ 10.1016/j.jsbmb.2008.03.0165.,OADS,/arxiv_data1/oa_pdf/49/f6/kmco-02-01-961827.PMC4905224.pdf
Clin Cancer Res 2011; 17:2502-11; PMID:21300762; http://dx.doi.org/ 10.1158/1078-0432.CCR-10-2745 6.,Non-OADS,/arxiv_data1/oa_pdf/49/f6/kmco-02-01-961827.PMC4905224.pdf
Pharmacol Ther 2005; 106:97-132; PMID:15781124; http://dx.doi.org/10.1016/j.pharmthera.2004.10.013 7.,Non-OADS,/arxiv_data1/oa_pdf/49/f6/kmco-02-01-961827.PMC4905224.pdf
Nat Rev Drug Discov 2006; 5:219-34; PMID:16518375; http://dx.doi.org/10.1038/nrd1984 8.,OADS,/arxiv_data1/oa_pdf/49/f6/kmco-02-01-961827.PMC4905224.pdf
Clin Cancer Res 2014; 20:2249-56; PMID:24789032;http://dx.doi.org/10.1158/1078-0432.CCR-13-1610 10.,Non-OADS,/arxiv_data1/oa_pdf/49/f6/kmco-02-01-961827.PMC4905224.pdf
"A recent © Monica Yabal and Philipp J Jost *Correspondence to: Philipp J. Jost; Email: philipp.jost@lrz.tum.deSubmitted: 07/29/2014; Revised: 08/04/2014; Accepted: 08/12/2014 http://dx.doi.org/10.4161/23723548.2014.964622 This is an Open Access article distributed under the terms of the Creative Commons Attribution-Non-Commercial License (http://creativecommons.o rg/licenses/ by-nc/3.0/), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/63/13/kmco-02-01-964622.PMC4905225.pdf
EMBO Reports 2014; 15:155-64; PMID:24469330; http://dx.doi.org/10.1002/embr.,OADS,/arxiv_data1/oa_pdf/63/13/kmco-02-01-964622.PMC4905225.pdf
Mole Cell 2012; 46:746-58; PMID:22607974; http://dx.doi.org/10.1016/j.molcel.,OADS,/arxiv_data1/oa_pdf/63/13/kmco-02-01-964622.PMC4905225.pdf
Blood 2010; 116:1079-82; PMID:20489057; http://dx.doi.org/10.1182/blood-2010-01-2560994.,Non-OADS,/arxiv_data1/oa_pdf/63/13/kmco-02-01-964622.PMC4905225.pdf
Cell Rep 2014; 7:1796-808; PMID:24882010; http://dx.doi.org/10.1016/j.celrep.2014.05.008 6.,OADS,/arxiv_data1/oa_pdf/63/13/kmco-02-01-964622.PMC4905225.pdf
Immunity 2013; 38:27-40; PMID:23260196; http://dx.doi.org/10.1016/j.immuni.2012.09.015 7.,OADS,/arxiv_data1/oa_pdf/63/13/kmco-02-01-964622.PMC4905225.pdf
2014; 54(1):133-46; http://dx.doi.org/10.1016/j.molcel.2014.03.003.,OADS,/arxiv_data1/oa_pdf/63/13/kmco-02-01-964622.PMC4905225.pdf
EMBO Rep 2014; 15(9):982-90 PMID:24990442; http://dx.doi.org/10.15252/embr.201438463 9.,Non-OADS,/arxiv_data1/oa_pdf/63/13/kmco-02-01-964622.PMC4905225.pdf
Nat Rev Drug Dis 2012; 11:109-24; PMID:22293567; http://dx.doi.org/10.1038/nrd3627 10.,Non-OADS,/arxiv_data1/oa_pdf/63/13/kmco-02-01-964622.PMC4905225.pdf
J Exp Med 2010;207:2195-206; PMID:20837698; http://dx.doi.org/ 10.1084/jem.20101123 Figure 1.,Non-OADS,/arxiv_data1/oa_pdf/63/13/kmco-02-01-964622.PMC4905225.pdf
"At this point, the HR mechanisms differ in the processingof the intermediates, leading to gene conversion associated with or© Tangui Le Guen, Sandrine Ragu, Jos /C19ee Guirouilh-Barbat, and Bernard S Lopez *Correspondence to: Bernard S Lopez; Email: Bernard.lopez@gustaveroussy.fr Submitted: 06/30/2014; Accepted: 08/18/2014http://dx.doi.org/10.4161/23723548.2014.968020 This is an Open Access article distributed under the terms of the Creative Commons Attribution-Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/), which permits unrestricted non-commercial use,distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Semin Cell Dev Biol 2014; 30C:154-64; http://dx.doi.org/10.1016/j.semcdb.2014.04.035 3.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
PLoS Genet 2014; 10:e1004086; PMID: 24453986; http://dx.doi.org/10.1371/journal.pgen.1004086 4.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Nat Struct Mol Biol2009; 16:819-24; PMID: 19633668; http://dx.doi.org/ 10.1038/nsmb.1641 5.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Genes Dev 2001; 15:3237-42; PMID: 11751629; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Cell 2010; 141:243-54; PMID: 20362325; http://dx.doi.org/10.1016/j.cell.2010.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
PLoS Genet 2011; 7:e1002271; PMID: 21931565; http://dx.doi.org/10.1371/journal.pgen.1002271 8.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Cell 2013; 152:417-29; PMID: 23374339; http://dx.doi.org/10.1016/j.cell.2013.01.007 9.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Mol Cell 2013; 49:858- 71; PMID: 23333305; http://dx.doi.org/10.1016/j.molcel.2013.01.002 11.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Science 2013; 339:700-4; PMID: 23306437; http://dx.doi.org/10.1126/science.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Cell 2013; 153:1266-80; PMID:23727112; http://dx.doi.org/10.1016/j.cell.2013.05.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
J Biol Chem 2004; 279:55562-9; PMID: 15456759; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Trends Biochem Sci 2009; 34:264-72; PMID: 19375328; http://dx.doi.org/10.1016/j.tibs.2009.01.010 16.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Nat Struct Mol Biol 2009; 16:808-13; PMID: 19633670; http://dx.doi.org/10.1038/nsmb.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
"Xie A, Kwok A, Scully R. Role of mammalian Mre11 in classical and alternative nonhomologous end joining.Nat Struct Mol Biol 2009; 16:814-8; PMID: 19633669; http://dx.doi.org/10.1038/nsmb.1640 18.",OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Nature 2007; 450:509-14; PMID: 17965729; http://dx.doi.org/10.1038/nature06337 19.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Mol Cell 2014; 53:7-18; PMID: 24316220; http://dx.doi.org/10.1016/j.molcel.2013.11.003 20.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Mol Cell Biol 2004; 24:9478-86; PMID: 15485915;http://dx.doi.org/10.1128/MCB.24.21.9478-9486.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Genes Dev 2006; 20:1721-6; PMID: 16818604;http://dx.doi.org/10.1101/gad.1431006 22.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Nat Struct Mol Biol 2012; 19:246-52; PMID: 22231403; http://dx.doi.org/ 10.1038/nsmb.2212 23.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
J Biol Chem 2009; 284:9558-65; PMID: 19202191; http://dx.doi.org/10.1074/jbc.M808906200 24.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Nat Commun 2014; 5:3561; PMID: 24705021; http://dx.doi.org/ 10.1038/ncomms4561 25.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
J Biol Chem 2013; 288:8966-76; PMID: 23344954; http://dx.doi.org/ 10.1074/jbc.M112.412650 27.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Genes Dev 2008; 22:2767-72; PMID:18923075; http://dx.doi.org/10.1101/gad.503108 28.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Front Genet 2014; 5:175; PMID: 24966870; http://dx.doi.org/10.3389/fgene.2014.00175 30.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Nat Struct Mol Biol 2010; 17:410-6; PMID: 20208544; http://dx.doi.org/10.1038/nsmb.1773 31.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
PLoS Genet 2011; 7:e1002080; PMID: 21655080; http://dx.doi.org/10.1371/journal.pgen.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Science 2014; 343:88-91; PMID: 24310611; http://dx.doi.org/10.1126/science.1243211 34.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Science 2010; 329:82-5; PMID: 20595613; http://dx.doi.org/10.1126/science.1191125 35.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
PLoS Biol 2011; 9: e1000594; PMID: 21347245; http://dx.doi.org/10.1371/journal.pbio.1000594 36.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
PLoS Genet 2012; 8:e1002976; PMID: 23093942;http://dx.doi.org/10.1371/journal.pgen.1002976 37.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Nat Genet 2000; 25:192-4; PMID: 10835635; http://dx.doi.org/10.1038/76055 38.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Annu Rev Genet 2010; 44:393-417; PMID: 21047263; http://dx.doi.org/ 10.1146/annurev-genet-102209-163602 39.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Trends Genet 2004; 20:235-43; PMID: 15145576; http://dx.doi.org/10.1016/j.tig.2004.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Cancer Res 2011; 71:3590-602; PMID:21444675; http://dx.doi.org/10.1158/0008-5472.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Cancer Res 2008; 68:9404-12; PMID: 19010915; http://dx.doi.org/10.1158/0008-5472.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Genetics 2010; 184:65-77; PMID: 19901069; http://dx.doi.org/10.1534/genetics.109.111039 43.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Mol Cell 2004; 14:611-23; PMID: 15175156; http://dx.doi.org/10.1016/j.molcel.2004.05.008 44.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Cell 1987; 48:379-88; PMID: 3100050; http://dx.doi.org/10.1016/0092- 8674(87)90189-9 45.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Cell Microbiol 2013; 15:1969-75; PMID: 23941262; http://dx.doi.org/10.1111/cmi.12182 46.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Annu Rev Genet 2008; 42:301-34;PMID: 18680434; http://dx.doi.org/10.1146/annurev.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Science 2012; 336:593-7; PMID: 22556254; http://dx.doi.org/ 10.1126/science.1218498 51.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Mol Cell 2013; 51:141-55; PMID: 23850488; http://dx.doi.org/ 10.1016/j.molcel.2013.06.006 52.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Nature 2009; 460:914-8; PMID: 19633651; http://dx.doi.org/ 10.1038/nature08196 53.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Cell 2013;153:1340-53; PMID: 23746845; http://dx.doi.org/ 10.1016/j.cell.2013.05.007 54.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Front Biosci (Landmark Ed) 2013; 18:1358-72; PMID: 23747889; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Nat Rev Cancer 2009; 9:644-54; PMID: 19657341; http://dx.doi.org/10.1038/nrc2682 58.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Mol Cell 2001; 8:795-806; PMID: 11684015; http://dx.doi.org/ 10.1016/S1097-2765(01)00357-4 59.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Blood 2001; 97:2084-90; PMID: 11264175; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Nat Rev Cancer 2013; 13:443-54; PMID: 23760025; http://dx.doi.org/10.1038/nrc3537 61.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
"Mitelman F, Johansson B, Mertens F. The impact of translocations and gene fusions on cancer causation.Nat Rev Cancer 2007; 7:233-45; PMID: 17361217; http://dx.doi.org/10.1038/nrc2091 62.",OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Genome Res 2013; 23:762-76; PMID: 23410887; http://dx.doi.org/10.1101/gr.143677.112 63.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Nature 2011; 470:214-20; PMID: 21307934; http://dx.doi.org/ 10.1038/nature09744 64.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Cell 2011; 144:27-40; PMID: 21215367; http://dx.doi.org/10.1016/j.cell.2010.11.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Cell 2012; 148:59-71; PMID: 22265402; http://dx.doi.org/10.1016/j.cell.2011.12.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
PLoS Genet 2009; 5:e1000327; PMID: 19180184; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Nat Genet 2009; 41:849-53; PMID: 19543269; http://dx.doi.org/ 10.1038/ng.399 69.,Non-OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
Cell 2012; 149:979- 93; PMID: 22608084; http://dx.doi.org/10.1016/j.cell.2012.04.024 70.,OADS,/arxiv_data1/oa_pdf/62/82/kmco-02-01-968020.PMC4905226.pdf
